Results	Entity	Line	Column	CheckID	Check Name
      Violation: clang_CompilationDatabase_fromDirectory defined but not called.	clang_CompilationDatabase_fromDirectory	11	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompilationDatabase_dispose defined but not called.	clang_CompilationDatabase_dispose	32	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompilationDatabase_getCompileCommands defined but not called.	clang_CompilationDatabase_getCompileCommands	46	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompilationDatabase_getAllCompileCommands defined but not called.	clang_CompilationDatabase_getAllCompileCommands	59	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommands_dispose defined but not called.	clang_CompileCommands_dispose	70	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommands_getSize defined but not called.	clang_CompileCommands_getSize	76	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommands_getCommand defined but not called.	clang_CompileCommands_getCommand	88	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getDirectory defined but not called.	clang_CompileCommand_getDirectory	103	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getFilename defined but not called.	clang_CompileCommand_getFilename	113	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getNumArgs defined but not called.	clang_CompileCommand_getNumArgs	123	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getArg defined but not called.	clang_CompileCommand_getArg	132	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getNumMappedSources defined but not called.	clang_CompileCommand_getNumMappedSources	146	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getMappedSourcePath defined but not called.	clang_CompileCommand_getMappedSourcePath	154	0	RECOMMENDED_13	Unused Functions
      Violation: clang_CompileCommand_getMappedSourceContent defined but not called.	clang_CompileCommand_getMappedSourceContent	162	0	RECOMMENDED_13	Unused Functions
      Unused Local Variable	CCmd	146	58	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	CCmd	154	58	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	I	154	73	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	CCmd	162	61	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	I	162	76	RECOMMENDED_14	Unused Local Variables
      No comment with variable declaration	Err	15	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CCmd	39	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	db	49	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CCmd	50	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	db	60	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CCmd	61	32	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ACC	81	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ACC	93	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	cmd	108	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	cmd	118	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Cmd	137	18	RECOMMENDED_16	Variables should be commented
    CXCursor.cpp					
      Max Length(200) Exceeded: 1613 lines.	CXCursor.cpp	0	0	RECOMMENDED_02	Files too long
      Max Length(200) Exceeded: 597 lines.	MakeCXCursor	126		RECOMMENDED_04	Functions Too Long
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1038	9	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1143	9	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_equalCursors has an implicit declaration	clang_equalCursors	1152	9	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getNullCursor has an implicit declaration	clang_getNullCursor	1152	36	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1160	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isExpression has an implicit declaration	clang_isExpression	1168	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1182	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isExpression has an implicit declaration	clang_isExpression	1195	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getNullCursor has an implicit declaration	clang_getNullCursor	1213	9	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorKind has an implicit declaration	clang_getCursorKind	1217	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorKind has an implicit declaration	clang_getCursorKind	1255	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorKind has an implicit declaration	clang_getCursorKind	1414	27	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1415	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	1482	7	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isExpression has an implicit declaration	clang_isExpression	1548	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isExpression has an implicit declaration	clang_isExpression	1588	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Fixed Value(16) used incorrectly	SmallVector	110	34	RECOMMENDED_08	Magic Numbers
      Fixed Value(16) used incorrectly	SourceLocation	563	34	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	736	70	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	752	69	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	771	70	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	786	61	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	802	65	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	820	62	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	836	60	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	852	62	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	864	53	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	893	59	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	935	56	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	950	62	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	996	65	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	1001	47	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	data	1014	47	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	data	1018	47	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	data	1033	70	RECOMMENDED_08	Magic Numbers
      Fixed Value(8) used incorrectly	NamedDecl	1044	33	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	xdata	1056	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	xdata	1062	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	make_pair	1068	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	SelIdx	1075	19	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	SelIdx	1083	19	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	xdata	1098	22	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	1136	36	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	data	1144	30	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly		1178	10	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	CXCursor_FunctionDecl	1218	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	FD	1224	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	SpecInfo	1230	12	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1276	9	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	assert	1321	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1322	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	assert	1326	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1327	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	assert	1338	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1339	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	assert	1343	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1344	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	1373	48	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	1377	18	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	setImpl	1394	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	CXCursor_LastInvalid	1402	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	setImpl	1406	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	entry	1409	10	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	SmallVector	1448	34	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	num_overridden	1475	22	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	1506	21	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	size	1515	21	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	size	1521	23	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	Vec	1522	25	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	size	1523	34	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	E	1551	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly		1582	9	RECOMMENDED_08	Magic Numbers
      Violation: clang_Cursor_isNull defined but not called.	clang_Cursor_isNull	1151	4	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getTranslationUnit defined but not called.	clang_Cursor_getTranslationUnit	1155	18	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getNumArguments defined but not called.	clang_Cursor_getNumArguments	1159	4	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getArgument defined but not called.	clang_Cursor_getArgument	1181	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getNumTemplateArguments defined but not called.	clang_Cursor_getNumTemplateArguments	1216	4	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getTemplateArgumentKind defined but not called.	clang_Cursor_getTemplateArgumentKind	1279	28	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getTemplateArgumentType defined but not called.	clang_Cursor_getTemplateArgumentType	1303	7	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getTemplateArgumentValue defined but not called.	clang_Cursor_getTemplateArgumentValue	1317	10	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getTemplateArgumentUnsignedValue defined but not called.	clang_Cursor_getTemplateArgumentUnsignedValue	1333	19	RECOMMENDED_13	Unused Functions
